	hydroxyurea_r	hydroxyurea_k	NaCl_r	NaCl_k	allantoin_r	allantoin_k	caffeine_r	caffeine_k	galactose_r	galactose_k	glycine_r	glycine_k	isoleucine_r	isoleucine_k	phleomycin_r	phleomycin_k	rapamycin_r	rapamycin_k
203-38	0.109459526	1753540.919	0.081698069	1205673.49	-1	-1	0.059014202	917786.2232	0.087146347	2095137.254	0.118818444	1308403.591	0.124112016	1889944.134	0.101809963	3640948.814	0.140412376	1358939.979
203-39	0.120617763	2278410.241	0.099366203	2577542.75	0.151512048	1206269.063	0.066568028	969794.4144	0.087469257	1954085.767	0.120432531	960926.7577	0.134008151	1116766.149	0.111996146	3491477.088	0.14367924	1708459.03
203-4	0.110553914	1776045.572	0.082365934	1498828.679	0.150385727	1176271.422	0.057062972	1027087.733	0.111699046	5653403.674	0.122088146	1092276.205	0.125446867	1108310.939	0.109775741	3737832.3	0.098478509	1959365.781
203-40	0.129701389	1124353.617	0.086404806	1130395.748	-1	-1	0.063125937	795080.1746	0.089668359	1674631.198	0.12929479	856774.5834	0.138485205	1411665.066	0.102044207	2683907.651	0.13869919	889985.2366
203-41	0.111728773	1563907.861	0.085498897	1429506.679	0.134168384	1386747.874	0.067775638	566078.2682	0.085049357	2311685.051	0.105760564	854093.7407	0.122426646	1743157.494	0.10585234	4071356.07	0.12964802	966400.3432
203-42	0.11491275	2352720.042	0.084973831	1508357.695	0.134794713	1350398.76	0.074727249	1234264.643	0.090351117	2834705.769	0.116698649	1233550.302	0.121724507	1673047.575	0.09875772	4566894.42	0.137275378	1584823.595
203-43	0.134650397	1383724.307	0.081887111	1106190.167	0.144633438	1027067.435	0.066724937	923631.9243	0.085536803	1704523.724	0.115194282	862136.3503	0.134371621	1266276.121	0.112538867	3093751.911	0.12678381	877507.3639
203-44	0.116517949	1700880.261	0.078309089	1557262.049	-1	-1	0.063608358	1110511.513	0.082623626	2329106.305	0.116210146	1163632.828	0.130387867	1650470.638	0.110182619	3495653.99	0.139265316	1676581.016
203-46	0.116526442	2153160.051	0.080976221	1131581.981	0.13638864	1552698.267	0.063156679	1052739.157	0.092435194	2796851.155	0.112842219	1397453.824	0.122070265	1918095.675	0.107193647	4498953.66	0.120638289	923593.4916
203-5	0.110204435	1998183.999	0.077308343	1195244.631	-1	-1	0.073842042	1225324.944	0.089460942	2643212.105	0.111153849	1474637.011	0.116610741	1992662.806	0.101886155	4392054.613	0.090008263	1414864.536
203-51	0.130366454	1306208.362	0.07868462	1017753.613	-1	-1	0.074194644	521204.3227	0.104794198	3748978.558	0.129580258	808966.9645	0.132850196	906414.2542	0.103576519	3153166.873	0.139366378	998356.2185
203-52	0.130447636	2081314.626	0.086990262	1686828.511	-1	-1	0.088487486	1411309.262	0.086018963	2060117.58	0.123280982	766053.178	0.140203855	1270899.137	0.110321099	3353720.177	0.134034193	1121203.907
203-53	0.111866247	1932200.449	0.08787004	1812321.237	-1	-1	0.088882751	1282288.796	0.092295815	6421246.266	0.112227598	1396302.931	0.117804661	2247485.052	0.092045562	5213714.519	0.106167402	1641308.179
203-55	0.125632448	1706694.134	0.089199185	1175608.423	0.127126313	1012982.848	0.0557898	1090059.675	0.085257671	1838726.06	0.119455322	963281.0454	0.134803654	1323573.134	0.10940226	3151258.477	0.103032057	1304077.396
203-56	0.125351902	1168083.747	0.085657343	759848.9932	0.125440627	1136663.301	0.071089953	1041970.813	0.093969317	1785552.025	0.125018263	966814.7946	0.12631511	823809.3246	0.108422887	2566143.801	0.10699942	1488546.433
203-57	0.114335856	2227582.199	0.090051058	1199893.052	0.120777842	1974033.26	0.077607844	1294534.767	0.091330548	2214830.778	0.12012505	1762405.49	0.117258642	1483453.865	0.100222623	3758662.442	0.10525313	1646439.011
203-59	0.128793145	1968424.142	0.095240282	1273886.004	-1	-1	0.080953121	1304537.172	0.090162001	1929299.712	0.127062026	1152619.028	0.133692924	1538807.67	0.107845057	3314002.416	0.110067005	1631624.251
203-6	0.112671335	2612744.004	0.078107254	1114047.509	0.137964158	1518534.795	0.053021212	958377.6168	0.082367458	2471697.696	0.110818583	1317051.121	0.114227038	2047122.174	0.107974169	4306217.119	0.092305225	1678911.009
203-60	0.118312657	1604173.673	0.092441206	1097182.37	-1	-1	0.088333032	1161827.563	0.088445552	1899799.411	0.128375173	952369.56	0.136891232	1387431.776	0.108286871	3174810.865	0.113501385	1795739.562
203-61	0.120343677	2064229.294	0.087398755	1380362.702	-1	-1	0.06884538	1152684.261	0.106380717	4271428.756	0.122332844	1145527.383	0.124441348	1197053	0.101344915	3450408.62	0.109949957	1843164.715
203-62	0.118822603	1601834.379	0.090339694	1312150.698	0.125141471	1397306.256	0.060108245	1009321.887	0.08605484	2205663.22	0.118248558	1197134.652	0.130262836	1643839.552	0.104025454	4060126.574	0.10407921	1502639.021
203-63	0.124124074	1322046.932	0.091032011	1234008.123	-1	-1	0.073063165	1041912.244	0.08783075	2014616.717	0.12808886	921002.5092	0.139870032	1324944.77	0.111305206	3080176.575	0.102524406	1082862.302
203-64	0.127142876	908310.033	0.083345539	985738.0968	-1	-1	0.064634297	853310.5815	0.088846753	1896689.158	0.12774688	858225.2716	0.140913774	1169775.799	0.105201115	3050716.918	0.103277104	1275074.51
203-65	0.112516556	1929442.159	0.082266804	1258370.396	-1	-1	0.056525487	685599.1307	0.087500017	2844604.034	0.113134751	1364311.956	0.114661232	2232982.616	0.103184202	4855160.415	0.103216823	1872672.141
203-66	0.111397216	2593484.262	0.080669459	1395837.989	0.115973606	2062580.564	0.07401284	1432904.575	0.09260396	2955203.755	0.112036228	1434732.769	0.116908407	2551612.864	0.103126657	4760331.718	0.103053071	1947651.249
203-67	0.126000862	1517667.882	0.092534118	1386452.811	0.132490505	1070614.6	0.078719482	1113539.869	0.094106677	1941452.817	0.116397628	905003.1254	0.132559439	1446273.42	0.107513837	3383551.981	0.102625663	1406116.819
203-68	0.116950342	1877587.634	0.086862671	924916.1878	-1	-1	0.065918473	1041786.752	0.089637824	2234070.923	0.118651449	958864.8078	0.130767416	1481555.871	0.103604077	3160261.789	0.102961112	1167753.552
203-69	0.110265259	2850385.241	0.085406137	1919014.408	-1	-1	0.073652806	1235734.612	0.091651896	2967035.539	0.115141415	1345255.777	0.114607664	1851284.448	0.099657736	4699536.119	0.101695102	1834628.529
203-7	0.13272459	1638473.943	0.088710601	1531097.981	0.146665714	1043954.723	0.057065249	796021.2832	0.084482986	1973605.024	0.111181075	820574.1597	0.132150953	1341236.531	0.111116148	3330831.528	0.08789957	1230995.371
203-70	0.112943123	3402122.412	0.093655272	2298983.002	-1	-1	0.06368449	1128414.636	0.087594563	3163485.743	0.11244942	1243350.372	0.115906816	1837879.675	0.10421085	5867656.035	0.111002356	2097510.024
203-71	0.125012062	2194844.339	0.085607708	1570452.049	0.130728669	1550077.634	0.070609393	1317414.836	0.111579255	5476567.672	0.121823892	1098515.528	0.126416518	1293550.38	0.114181685	4183140.846	0.107858781	2194613.649
203-72	0.121935252	2424066.219	0.085032053	1115661.057	0.130184553	1313893.76	0.082105323	1464692.352	0.092288876	2369276.681	0.122511512	1368861.564	0.131142444	1612468.651	0.11147331	3614035.728	0.099002845	1467698.199
203-73	0.113942075	1598347.224	0.081067746	874296.3187	0.129084056	1290934.628	0.063943515	839461.7298	0.100481843	5108142.393	0.126084143	1390785.077	0.123594029	1164701.797	0.100453935	3412006.584	0.100213759	1007313.075
203-74	0.117641065	1634211.887	0.087803199	1323193.465	0.121556991	1377186.436	0.065478296	1171748.645	0.106718471	6283389.175	0.118168234	1249115.785	0.123440631	1713339.677	0.107268177	3931190.398	0.102954978	1725815.394
203-75	0.116338535	2278658.809	0.084591938	1241826.26	-1	-1	0.075542877	1073911.287	0.093936154	1995109.313	0.128095543	1076188.927	0.135743157	1490338.695	0.110501565	3553432.564	0.113450126	1862567.85
203-77	0.122853301	2660950.181	0.087139945	1589228.886	0.121716283	1883032.704	0.070418222	1086145.853	0.097679728	5798183.85	0.126046825	1340836.742	0.115959504	1500958.542	0.097729687	4796588.379	0.094212742	1750971.295
203-78	0.125507337	2374169.025	0.085599992	1186880.093	-1	-1	0.066605433	819872.9933	0.089943237	2489445.279	0.120878989	1497503.756	0.118541549	1998723.241	0.101209809	4419203.426	0.092483803	1702816.109
203-8	0.121395882	1731635.423	0.083198365	1228691.391	-1	-1	0.071418007	701512.2241	0.092161771	1661958.766	0.130975547	1337834.787	0.130125124	1146349.543	0.100800797	3799589.649	0.092733371	1363372.429
203-80	0.119956008	1743964.089	0.089854206	1504000.827	0.127776297	1506026.384	0.077025373	1314477.083	0.087522867	2161009.011	0.128628764	1242938.805	0.129935981	1566824.031	0.110544154	3395664.365	0.099868974	2284581.526
203-81	0.116175068	2970266.281	0.091703091	2167272.514	-1	-1	0.071223048	889037.9297	0.088786808	2958248.31	0.129517674	1491122.97	0.117319641	1562272.137	0.108878697	4734314.556	0.098057845	2481907.513
203-82	0.121246536	2610999.38	0.085345498	1908921.101	0.116748114	1839416.861	0.069820219	1085377.607	0.086982799	2514255.785	0.10967387	1295204.68	0.11742772	1994809.757	0.103003475	4995486.901	0.092659585	1693661.224
203-83	0.125919366	2161756.425	0.097177529	1614364.186	-1	-1	0.071263446	1271424.737	0.110250478	4178149.773	0.127620626	1079061.361	0.129274608	1513404.454	0.11000985	3296283.792	0.094570917	1638050.196
203-84	0.112719971	1707529.235	0.090078795	1852910.848	0.133664532	1326517.35	0.066204815	805125.2976	0.093345188	2415515.787	0.131285564	1189027.845	0.125651128	1054712.063	0.108547009	3380107.483	0.096398543	1837384.907
203-85	0.118982132	2038072.875	0.085407874	1265111.808	0.123061452	1355325.332	0.066590474	1003327.852	0.08453522	1943744.046	0.133518891	1255948.668	0.123364825	1679591.107	0.10260683	3550778.405	0.098786956	1650386.074
203-86	0.118723464	2178730.096	0.093889052	1449045.307	-1	-1	0.070393005	1076490.529	0.089780229	2009387.922	0.12371801	1125607.752	0.125099248	1715648.018	0.107572408	3593880.523	0.093451214	1349252.405
203-9	0.112794812	1357929.912	0.073218445	845523.161	0.147098018	1145007.665	0.053137573	685857.8185	0.086359008	2243979.316	0.122573191	1136954.111	0.122917928	1183360.883	0.103501623	3638142.167	0.088931908	1105818.631
204-1	0.112800595	2835857.727	0.086745496	2958495.207	0.135988742	2267325.591	0.073075733	1964335.484	0.084212565	3001656.353	0.111767036	1742579.809	0.109218767	1968550.639	0.113401776	5219266.313	0.094834511	2791225.013
204-10	0.12829903	2359679.561	0.080912016	2460632.404	0.146000656	1777187.449	0.062234517	1539687.99	0.091781267	2836272.947	0.11612901	1726705.664	0.121567316	2387529.911	0.107283932	4637721.739	0.097669036	2207629.754
204-11	0.128575777	2332247.671	0.084361967	2319648.588	0.159591239	1743728.574	0.087754551	2025726.756	0.087506355	2588662.396	0.128586571	1636987.917	0.129850857	1667253.285	0.118175023	3934163.52	0.102096277	2378484.165
204-120	0.149726386	904490.7722	0.087110639	1137805.338	0.14748814	846254.9732	0.074547165	726492.6593	0.12156405	3757365.982	0.127872867	738807.6885	0.141775112	1170857.979	0.11663713	2746255.244	0.098387086	1346218.205
204-121	0.114620121	3070098.049	0.08918715	2534694.022	0.119535789	2238625.756	0.064817542	1392438.559	0.085369949	2586790.676	0.111651291	1534422.176	0.116248915	2453140.621	0.108869091	5521990.702	0.099118249	2452425.991
204-122	0.118978699	2432124.647	0.085482484	2791130.702	0.122221154	2657745.806	0.083020781	1816892.658	0.08060783	2507152.848	0.110764502	1526063.631	0.11522291	2507225.883	0.113167072	5385095.75	0.097614868	3131314.736
204-123	0.126966643	1677489.877	0.081777012	1945677.15	0.13897413	1970380.931	0.059548172	1189238.482	0.094938033	2241963.585	0.12289472	1447321.631	0.13130318	1791230.683	0.125317781	3688448.295	0.096419131	1675480.335
204-124	0.122360607	1975339.586	0.095125435	2191144.307	0.137275418	1327603.04	0.081390093	1466667.192	0.114856689	5355078.623	0.120370195	1047655.08	0.13091256	1502942.394	0.110779065	3890946.21	0.107110634	2338929.117
204-126	0.110284066	2009472.34	0.088547206	1794533.586	0.124439572	1684672.823	0.08170686	1539832.022	0.096141695	4111310.495	0.124665514	1752558.08	0.116759255	1386431.072	0.102283582	5797691.5	0.100344787	1796974.501
204-127	0.111429151	2984560.969	0.075611661	2135969.696	0.12287496	2867385.923	0.068692624	1562910.386	0.115996464	7949575.169	0.114562409	2057546.461	0.11280486	2818714.076	0.106153518	5496109.771	0.0881969	2220745.657
204-128	0.130029444	2015081.617	0.085945547	1669796.879	0.138502	1705322.469	0.059303945	804880.6507	0.089187529	1954079.828	0.1170139	1049522.314	0.129889575	1698161.255	0.114215083	3645886.633	0.103802715	1876992.131
204-129	0.117464858	1553592.369	0.099576595	2016936.596	0.138219986	1011650.786	0.077574218	1202602.304	0.096624086	2010293.414	0.1306989	1245549.151	0.133998632	1358121.357	0.109958667	3687336.218	0.106357982	2175403.603
204-13	0.146033286	1673914.608	0.079318371	1977612.494	0.155123722	1382740.2	0.074307755	1718758.741	0.086058139	2202092.979	0.125474228	1421650.975	0.127993756	1371488.64	0.130631168	3652772.915	0.096853137	2016564.12
204-130	0.124672524	2471589.151	0.091615756	2358585.436	0.132196317	1995931.305	0.077256597	1591181.101	0.08861867	1981177.529	0.108176118	1043586.452	0.125330558	1929615.754	0.114637975	4196488.107	0.104191074	2651769.138
204-131	0.123709665	2465544.47	0.083091123	2051432.129	0.133749324	2056990.597	0.069013063	1536850.586	0.092616241	2221262.919	0.113164546	1292890.245	0.12370128	2002424.894	0.114433396	4032698.23	0.099904319	1912335.244
204-132	0.134487731	2596022.677	0.08610003	2488362.557	0.145205761	1895604.123	0.078340533	1619822.874	0.090422549	2196154.034	0.118875052	1236323.166	0.134520731	2081839.701	0.120402422	4043954.708	0.101838328	2417729.957
204-133	0.122901949	1846364.325	0.093270294	2400560.568	0.152151555	1669190.049	0.085464427	1586676.858	0.130181575	4923357.549	0.131678683	1224068.316	0.130745166	1142956.432	0.128437121	3392002.571	0.102601856	1611529.687
204-14	0.106465421	3089864.924	0.086608242	4041868.751	0.137356079	2761282.158	0.073544407	1871045.435	0.08889389	4198833.533	0.112546544	2096329.296	0.111916267	2303870.895	0.116642541	5887258.912	0.092202385	2502917.958
204-15	0.112166648	2347672.312	0.088502671	2594385.214	0.138677118	2002670.521	0.070940721	1678805.599	0.082132147	3390249.954	0.116749404	1646571.438	0.118053536	1569257.883	0.10747079	5628121.239	0.104674867	2287434.74
204-16	0.129426603	1805939.353	0.092479035	2035000.495	0.150454667	1352043.656	0.072365572	842195.1989	0.084220931	1889489.336	0.120196426	871367.4731	0.134797484	1437556.126	0.118099924	3606707.987	0.105705673	1847433.387
204-17	0.13177455	1975730.541	0.088062627	1983275.008	0.153804403	1532040.2	0.073918775	1396071.216	0.091713502	2180997.192	0.115205771	1033112.644	0.128838899	1844007.654	0.120221158	3598596.66	0.097387102	2078961.6
204-18	0.11144693	2929988.995	0.086523166	2317734.144	0.136942445	2373048.114	0.070931681	1750576.776	0.091856379	3060610.483	0.109099246	1580676.882	0.114680241	2736465.83	0.113037809	5067199.781	0.094653537	2475810.135
204-19	0.109447136	2617940.454	0.078345994	1698881.79	0.138483627	2020459.808	0.077522241	1680137.686	0.079695149	2900933.682	0.11688105	1428385.023	0.116084397	1719488.54	0.105236613	5321913.9	0.095828468	2102223.17
204-21	0.119101826	1670675.991	0.087694106	1176418.04	0.150292038	1217405.735	0.068617765	573614.1803	0.102215257	3936351.826	0.127062068	973631.7893	0.126306274	998770.8599	0.104114392	3816154.245	0.095413103	1203329.218
204-22	0.129250781	2543841.874	0.077973104	1911076.02	0.151232467	1764518.601	0.069327733	1588388.322	0.121645023	5621883.958	0.117057462	1511288.348	0.128321217	2413818.034	0.120693139	3696237.146	0.093532195	2354569.174
204-24	0.123436204	1216075.003	0.076955234	970674.6101	0.141498579	1593429.672	0.075342275	1174730.989	0.089622738	2052346.103	0.113710619	1076828.627	0.126918206	1556254.509	0.109471724	3243763.814	0.102598086	1710788.901
204-25	0.115009904	1802787.403	0.077248925	1754179.239	0.144524668	1778819.187	0.058887714	1154364.78	0.112571317	6848618.859	0.122463458	1548380.556	0.115452746	1563249.19	0.10960767	3952329.317	0.093252833	1754150.266
204-26	0.12396137	1871689.593	0.094847603	2440849.755	0.149609055	1196613.167	0.07518101	979497.1058	0.091917295	2002011.593	0.120736339	824022.1381	0.139318734	1419114.358	0.118505671	3746883.441	0.099289092	1725046.989
204-27	0.134339814	2005357.549	0.08615214	2116941.817	0.158041999	1542750.716	0.082545911	1586913.36	0.124499013	5551281.398	0.122199646	1270503.146	0.13529944	1918155.077	0.120884696	3963499.268	0.101958956	2424361.67
204-28	0.112452041	2948011.828	0.094178693	3415564.733	0.137376323	2143055.059	0.081670521	1413399.086	0.112323237	7088436.537	0.119779495	1694252.605	0.119558415	2246196.021	0.101943505	5571889.528	0.152473768	1647783.739
204-29	0.112461593	2639323.522	0.096847484	2567361.746	0.139435901	1639704.054	0.061983845	1027920.625	0.08284275	2529766.287	0.11744109	1381316.541	0.121397471	2187885.575	0.104208945	4811395.263	0.144877009	1446744.148
204-3	0.124436639	2107775.987	0.089672667	2039189.731	0.153520499	1549471.715	0.082401262	1594209.6	0.083609378	2279530.778	0.118522606	1108553.272	0.12957827	1867469.169	0.120846542	3636466.089	0.101125471	2306501.024
204-30	0.120946127	2080327.451	0.095241768	2167923.232	0.1507943	1505489.872	0.066084693	892913.4306	0.088682256	1704762.278	0.120333155	1148976.49	0.125887899	1273045.14	0.126223047	3249253.299	0.13268448	1312320.024
204-32	0.130549627	1899910.454	0.093487071	2098077.792	0.153814103	1445515.209	0.062655613	1038451.291	0.12048629	4089845.771	0.125483936	1362500.326	0.125328577	1306165.648	0.118715543	3494827.553	0.148199467	1670548.532
204-33	0.109855895	2409954.275	0.084127978	2599206.478	0.133488165	2498329.124	0.062700176	1552977.702	0.08955742	2903228.735	0.11041692	2362076.306	0.113616176	2591297.4	0.11944216	4857820.891	0.13438728	1684056.784
